screen_name,name,account_created,tweets,following,followers
TheAESCorp,The AES Corporation,4 years ago,240,375,1798
NextEraEnergyR,NextEra Energy Res,8 years ago,1171,731,5681
SempraEnergy,Sempra Energy,9 years ago,344,282,5987
Entergy,Entergy,9 years ago,5697,296,14200
MicronTech,MicronTech,9 years ago,2441,1333,14063
AECOM,AECOM,9 years ago,10647,632,67281
Delta,Delta,11 years ago,801120,39587,1455029
Macys,Macy's,9 years ago,92822,1188,940513
Nationwide,Nationwide,10 years ago,14674,1863,61246
Weyerhaeuser,Weyerhaeuser,6 years ago,1759,844,4203
JNJNews,Johnson & Johnson,9 years ago,12158,2538,169633
EsteeLauder,EstÃ©e Lauder,7 years ago,13001,473,413650
deanfoods,Dean Foods Company,7 years ago,334,48,2229
Publix,Publix,10 years ago,98331,171,250395
StateFarm,State Farm,10 years ago,43533,9238,97598
CoreMarkHQ,Core Mark HQ,3 years ago,669,792,1620
Genworth,Genworth,10 years ago,3008,132,4377
Citi,Citi,8 years ago,15916,314,910988
LockheedMartin,Lockheed Martin,9 years ago,12520,253,359588
NM_News,Northwestern Mutual News,9 years ago,8150,660,14100
Veritiv,Veritiv,4 years ago,1162,503,1778
GeneralMills,General Mills,7 years ago,16667,3482,91591
BookingHoldings,Booking Holdings,2 years ago,1532,88,9670
united,United Airlines,7 years ago,980191,45239,989497
AAG_CU,Alaska Air Group CU,about a year ago,96,569,111
CBRE,CBRE,9 years ago,6248,732,126081
Huntsman_Corp,Huntsman,5 years ago,1988,2062,3649
GM,General Motors,10 years ago,14771,6316,658124
Centene,Centene,9 years ago,406,64,3321
Allstate,Allstate,10 years ago,24031,4996,83169
NewYorkLife,New York Life,9 years ago,9312,2438,224920
PraxairInc,"Praxair, Inc.",6 years ago,593,26,4625
EnvisionLeads,Envision Healthcare,4 months ago,61,84,152
Costco,Costco,5 years ago,1326,1,39646
generalelectric,General Electric,7 years ago,83532,14139,449696
RepublicService,Republic Services,7 years ago,5364,2750,10773
biogen,Biogen,8 years ago,3635,250,21659
Cigna,Cigna,9 years ago,22318,2349,44069
askBBT,BB&T,6 years ago,8535,704,4037
XPOLogistics,"XPO Logistics, Inc.",6 years ago,5086,212,10905
Gap,Gap,9 years ago,33292,1563,663874
Aetna,Aetna,10 years ago,7777,248,48396
WellCare_Health,WellCare Health Plan,7 years ago,801,1151,1785
kindredhealth,Kindred Healthcare,9 years ago,4888,2152,5462
PopeyesChicken,Popeyes Chicken,10 years ago,36208,5682,97161
kroger,Kroger,9 years ago,52489,258,140169
Celgene,Celgene Corporation,7 years ago,5509,1209,21111
SearsHoldings,Sears Holdings Corp.,9 years ago,1282,51,5891
HRBlock,H&R Block,10 years ago,24731,7134,30783
Danaher_U,Danaher U,9 years ago,59,27,306
Hertz,Hertz,9 years ago,197706,36700,61173
Boeing,The Boeing Company,9 years ago,4888,243,478182
HenrySchein,Henry Schein,9 years ago,5394,9734,23560
Samsung,Samsung Electronics,4 years ago,3212,1537,386449
EProd_Careers,Enterprise Products,4 years ago,403,53,601
cvspharmacy,CVS Pharmacy,8 years ago,67516,20089,318118
MarathonPetroCo,Marathon Petroleum,7 years ago,1080,325,5282
MetLife,MetLife,8 years ago,27740,259,51485
DaVita,DaVita Kidney Care,9 years ago,12925,7836,13435
TennecoAM_EMEA,TENNECO AM EMEA,2 years ago,100,46,169
DevonEnergy,Devon Energy,9 years ago,675,100,13011
TysonFoods,Tyson Foods,10 years ago,10499,17713,54483
OXY_Petroleum,Occidental Petroleum,9 years ago,200,33,7094
CalpineCareers,Calpine Careers,6 years ago,4824,219,390
Target,Target,8 years ago,60489,2619,1908121
PVHCorp,PVHCorp,3 months ago,51,5,160
AutoOwnersIns,Auto-Owners,9 years ago,4695,193,6202
lithiamotors,Lithia Motors,9 years ago,1540,200,910
NOVGlobal,NOV,4 years ago,1123,322,4397
massmutual,MassMutual,9 years ago,14175,4336,36739
intel,Intel,11 years ago,13530,1271,4755517
Lowes,Lowe's,9 years ago,98846,12717,261035
ProcterGamble,P&G,9 years ago,7925,876,189781
VFCorp,VF Corporation,3 years ago,430,214,1356
KelloggsUS,Kellogg's,6 years ago,9271,274,87864
PayPal,PayPal,9 years ago,10266,936,568095
ameriprise,Ameriprise Financial,8 years ago,845,529,5628
Humana,Humana,9 years ago,13720,146,40465
WholeFoods,Whole Foods Market,10 years ago,240662,522111,4503254
jpmorgan,J.P. Morgan,5 years ago,5977,50,426573
GenDyn_IT,General Dynamics IT,4 years ago,2629,1829,17763
Apple,Apple,6 years ago,0,0,1993252
AmericanExpress,American Express,9 years ago,59413,19354,876900
synchrony,Synchrony,9 years ago,3639,440,9570
baxter_intl,Baxter International,9 years ago,1436,0,12830
AmericanAir,American Airlines,9 years ago,1958191,105321,1511883
IBM,IBM,9 years ago,11230,6309,468979
PSEGNews,PSEG,7 years ago,5400,333,18889
GoldmanSachs,Goldman Sachs,7 years ago,9835,103,694720
exxonmobil,ExxonMobil,9 years ago,6729,272,281125
Phillips66Co,Phillips 66,6 years ago,860,97,8269
honeywell,Honeywell,9 years ago,2244,311,42152
Tech_Data,Tech Data,9 years ago,7917,2598,15312
amazon,Amazon.com,9 years ago,28775,35,2840371
supervaluPR,SUPERVALU PR,7 years ago,903,512,3663
SunTrust,SunTrust,9 years ago,2873,156,20685
Sysco,Sysco Corporation,5 years ago,2561,451,12414
U_S_Steel,U. S. Steel,4 years ago,720,527,4248
FannieMae,Fannie Mae,8 years ago,5658,216,46948
dish,DISH,9 years ago,57825,818,112397
ATT,AT&T,10 years ago,109197,8935,850157
MurphyUSA,Murphy USA,8 years ago,6259,988,5988
WestRock,WestRock,7 years ago,3309,1018,5345
FifthThird,Fifth Third Bank,7 years ago,19475,154,35654
Aramark,Aramark Corporation,9 years ago,8368,448,16694
BedBathBeyond,Bed Bath & Beyond,6 years ago,66416,4551,179214
CampbellSoupCo,Campbell Soup Co,9 years ago,6101,23,88471
DTE_Energy,DTE Energy,9 years ago,23292,1669,23131
Cisco,Cisco,10 years ago,15204,3211,643354
nscorp,Norfolk Southern,9 years ago,9799,2312,39279
UnitedHealthGrp,UnitedHealth Group,5 years ago,1584,388,14834
CaterpillarInc,Caterpillar Inc.,10 years ago,8991,233,120651
TXInstruments,Texas Instruments,10 years ago,22705,1558,77055
GameStop,GameStop,9 years ago,35190,448,1153883
bostonsci,Boston Scientific,7 years ago,1612,174,21469
AnthemInc,"Anthem, Inc.",6 years ago,7059,1885,32680
Merck,Merck,9 years ago,6890,1010,158245
WRBerkleyCorp,W. R. Berkley Corp.,7 years ago,501,121,1609
McDonalds,McDonald's,9 years ago,457569,14291,3493628
BallCorpHQ,Ball Corporation,9 years ago,2139,1997,4388
WESTLAKECHEM,Westlake Chemical,7 years ago,256,53,509
AutolivInc,Autoliv Inc,9 years ago,202,46,1314
InterpublicIPG,Interpublic Group,6 years ago,4770,544,11246
FirstData,First Data,9 years ago,24593,2268,28156
UHS_Inc,"UHS, Inc.",7 years ago,975,361,864
Kohls,Kohl's,9 years ago,87431,3414,808558
ATVI_AB,Activision Blizzard,2 years ago,330,150,31754
HP,HP,9 years ago,38217,2610,1065329
CBS,CBS,8 years ago,16869,645,1000711
UNFI,United Natural Foods,9 years ago,4014,593,8017
HomeDepot,The Home Depot,10 years ago,21062,32316,372810
Thrivent,Thrivent,10 years ago,7727,1449,14513
officedepot,Office Depot,9 years ago,31273,20988,96654
DukeEnergy,Duke Energy,8 years ago,30935,2882,104474
ADMupdates,ADM,7 years ago,409,135,3776
DowChemical,Dow,10 years ago,14121,1895,60221
GileadSciences,Gilead Sciences,7 years ago,2559,197,29086
cardinalhealth,Cardinal Health,7 years ago,3795,1303,13777
CenturyLink,CenturyLink,9 years ago,6718,301,28169
Newmont,Newmont Mining,6 years ago,4713,720,16946
Aflac,Aflac,7 years ago,2694,473,25703
FreddieMac,Freddie Mac,9 years ago,7383,1443,64839
principal,PrincipalÂ®,8 years ago,9474,879,14905
MMC_Global,Marsh & McLennan,3 years ago,10796,1907,4567
JBHuntDrivers,J.B. Hunt Drivers,9 years ago,8286,2119,12153
Walmart,Walmart,9 years ago,507335,4124,926239
Ford,Ford Motor Company,10 years ago,40170,31434,1115908
EastmanChemCo,Eastman Chemical Co.,8 years ago,1245,488,7443
HarrisCorp,Harris Corporation,8 years ago,6294,829,11796
CapitalOne,Capital One,7 years ago,22280,790,167309
bmsnews,Bristol-Myers Squibb,9 years ago,6081,1090,124179
Stryker_Jobs,Stryker Careers,6 years ago,1956,263,3522
kiewit,Kiewit,6 years ago,2320,103,10814
AltriaNews,Altria,7 years ago,1880,172,6749
thermofisher,Thermo Fisher,9 years ago,9446,738,41052
amfam,American Family Insurance,10 years ago,23596,9067,41997
riteaid,Rite Aid,8 years ago,16584,2678,74151
verizon,Verizon,9 years ago,121663,340,1661426
FortiveCorp,Fortive Corporation,2 years ago,139,34,427
pepsi,Pepsiâ¢,9 years ago,35013,40813,3014630
GoAvisBudget,Avis Budget Group,6 years ago,8023,314,3968
Discover,Discover,10 years ago,97138,19,95442
tjmaxx,T.J.Maxx,10 years ago,22994,10954,377713
DollarTree,Dollar Tree,8 years ago,3934,70921,186730
LearCorporation,Lear Corporation,4 years ago,1718,593,2818
Raytheon,Raytheon,10 years ago,18504,491,154125
Anixter,Anixter,9 years ago,6596,1645,14940
UPS,UPS,8 years ago,34028,12069,199870
darden,Darden Restaurants,6 years ago,3205,309,12574
pfizer,Pfizer Inc.,9 years ago,7850,2445,229186
RalphLauren,Ralph Lauren,9 years ago,4207,354,2302015
INTLFCStone,INTL FCStone,9 years ago,13681,104,11873
LibertyMutual,Liberty Mutual,5 years ago,14467,2591,97840
newscorp,News Corp,5 years ago,181,16,23727
energyinsights,CenterPoint Energy,8 years ago,10610,1395,8185
AveryDennison,Avery Dennison,8 years ago,4652,6309,159438
crowncork_jobs,Crown Cork & Seal,7 years ago,339,1,277
comcast,Comcast,8 years ago,48775,2577,170591
SanminaCorp,Sanmina Corp,6 years ago,3969,67,3300
LamResearch,Lam Research,9 years ago,4396,176,12368
Cognizant,Cognizant,9 years ago,37805,2230,442014
Alcoa,Alcoa,10 years ago,6483,5288,25993
LeidosInc,Leidos,7 years ago,4733,1522,12868
DRHorton,D.R. Horton,8 years ago,8631,5702,14110
autozone,AutoZone,7 years ago,12616,3503,37532
Microsoft,Microsoft,8 years ago,14450,2547,8378083
Cummins,Cummins Inc.,8 years ago,3162,388,124460
QurateRetailGrp,Qurate Retail Group,6 months ago,34,40,127
BankofAmerica,Bank of America,7 years ago,8510,645,504266
Nike,Nike,6 years ago,35035,151,7553659
MorganStanley,Morgan Stanley,6 years ago,6870,217,492838
TIAA,TIAA,9 years ago,11576,3147,30694
forrester,Forrester,11 years ago,16434,15106,379759
BDandCo,BD,8 years ago,1439,357,6258
MDLZ,MondelÄz Intl,4 years ago,7477,2757,20531
MolsonCoors,Molson Coors,8 years ago,7273,2296,16753
WilliamsUpdates,Williams,9 years ago,1889,1744,6504
Halliburton,Halliburton,7 years ago,1990,112,47868
facebook,Facebook,11 years ago,10726,698,13466225
Adobe,Adobe,9 years ago,36661,1804,609005
nrgenergy,"NRG Energy, Inc.",9 years ago,3991,816,25080
HPE_ES,HPE EspaÃ±a,7 years ago,8214,1175,10724
StateStreet,State Street,7 years ago,7330,1443,48608
CocaCola,Coca-Cola,9 years ago,253267,63277,3332580
IQVIA_global,IQVIA,2 years ago,3829,355,6574
mhkgreenworks,Mohawk Industries,9 years ago,36,23,483
oreillyauto,O'Reilly Auto Parts,9 years ago,5171,1363,40225
KeycorpGroup,Keycorp Group,4 years ago,414,241,188
smuckers,Smucker's,7 years ago,4660,398,22401
Healthcare_ABC,AmerisourceBergen,7 years ago,2571,371,3669
PGE4Me,PG&E,9 years ago,13731,1579,79893
Chesapeake,Chesapeake Energy,9 years ago,8363,843,60868
NFL,NFL,9 years ago,172909,2553,24080733
LKQCorp,LKQ Corporation,8 years ago,64,961,3389
grainger,Grainger,8 years ago,9053,1240,25932
Oracle,Oracle,11 years ago,18103,922,734436
Disney,Disney,9 years ago,14094,47,5841655
cbrands,Constellation Brands,about a year ago,350,307,13139
CharlesSchwab,Charles Schwab Corp,8 years ago,17456,750,84774
blackrock,BlackRock,9 years ago,13343,867,360212
PNCBank,PNC Bank,9 years ago,8130,4795,24800
NAPAKnowHow,NAPA AUTO PARTS,8 years ago,7841,1354,63766
CharterTMs,Charter Communications Intellectual Property,8 years ago,9,28,75
WeAreFarmers,Farmers Insurance,9 years ago,14525,4482,43991
nvidia,NVIDIA,9 years ago,10606,1676,1376512
GAIGroup,Great American Insurance Group,9 years ago,601,224,899
Graybar,Graybar,9 years ago,9072,716,9732
eBay,eBay,9 years ago,30197,1269,685339
WECEnergyGroup,WEC Energy Group,4 years ago,115,1,324
Nordstrom,Nordstrom,10 years ago,263143,55761,750188
SYNNEX,SYNNEX Corporation,10 years ago,8366,8482,11570
DoveMenCare,Dove Men+Care,7 years ago,21098,2676,38360
ConagraBrands,Conagra Brands,8 years ago,7831,869,22038
SonicAutomotive,Sonic Automotive,5 years ago,4353,484,6213
XcelEnergyMN,Xcel Energy MN,9 years ago,10614,2477,14534
Emerson_News,Emerson,9 years ago,2288,758,14556
WESCOcorp,WESCO Distribution,9 years ago,2093,190,5638
EversourceCorp,Eversource Energy,9 years ago,1122,193,8449
Omnicom,Omnicom Group,5 years ago,5885,2256,17099
Carl_C_Icahn,Carl Icahn,5 years ago,374,109,356243
pacificlife,Pacific Life,9 years ago,1259,96,2851
JohnDeere,John Deere,9 years ago,8078,133,160295
PenskeSocial,Penske Social,11 months ago,1,0,10
SouthwestAir,Southwest Airlines,11 years ago,697329,37099,2099000
GolfChannel,Golf Channel,9 years ago,93891,1047,794374
FedEx,FedEx,8 years ago,17552,18876,269657
ExpressScripts,Express Scripts,9 years ago,4579,994,21815
McKesson,McKesson Corporation,8 years ago,5020,920,18925
PGA,PGA of America,9 years ago,12612,2266,338358
ChesterCheetah,Chester Cheetah,6 years ago,7783,828,86547
AIGinsurance,AIG,8 years ago,4587,263,37557
Unilever,Unilever,8 years ago,9413,3290,189070
Dove,Dove,8 years ago,156082,8599,191938
UnileverWorld,Unilever World,3 years ago,941,318,98762
cheezit,CHEEZ-IT,5 years ago,9281,474,49940
Hellmanns,Hellmann's,8 years ago,88223,6413,34496
Doritos,Doritos,9 years ago,8738,200,620817
MassageEnvy,Massage Envy,7 years ago,7508,2143,17477
PGATOUR,PGA TOUR,10 years ago,119958,911,2124293
nsiabo,NELLY SIABO,5 years ago,243,235,125
markbidwellyxe,Mark Bidwell,about a year ago,0,104,5
ManLiz4,Man Liz,6 months ago,0,371,4
RuthSStone,Ruth Stone,6 years ago,126,75,14
Jason92293766,Jason,3 months ago,0,42,1
ricardoarias24,Ricardo Arias,5 years ago,211,177,39
julie19950905,Ben Wo,5 years ago,18,329,16
SweedishLove,SWEEDiSHâ¤ï¸,9 years ago,20054,42187,40729
SeungHyuck1989,SeungHyuck Kim,7 years ago,235,1094,223
noticiashbcdmx,noticias.cdmx.ð²ð½ y algo mas ð¯%ðºð¥ð¥ð¥ men hot,10 months ago,2094,1725,132
dennysdc,Dennys,8 years ago,52,538,12
sanchisag,Ana G. Sanchis,5 years ago,923,427,84
SOhEidhin,J Hynes,6 years ago,0,331,0
MYskysite,MY,2 years ago,42,221,1
justin_time2,justin,5 years ago,3591,410,144
fff_fran,fran,8 years ago,18,431,16
pellempropelle,pellem pro pelle,2 years ago,0,0,5
EXPERIALL,Fire Emoji,2 years ago,43,90,16
vdealbuquerque,VitÃ³ria Albuquerque,4 years ago,44,940,27
MHoohlo,Mbele HOOHLO,4 years ago,16,179,21
InViTool,InViTo,about a year ago,78,380,56
mhk1988gmailco1,mhk1988@gmail.com,about a year ago,0,66,6
vikingqueen81,ðºSian Dayðº,3 years ago,3618,4544,10364
wellbelove,Wellbelove,10 years ago,46128,404371,496666
amelialiu1024,Amelia Liu,3 years ago,1512,6227,6521
todojajuan920,jajuan,3 years ago,3893,734,292
seanpeterson44,Sean Peterson,4 years ago,8,2202,1198
VinnieSchnare,Vinnie Schnare,6 years ago,1313,2222,1885
MarketPorterUK,Market Porter,4 years ago,2286,14614,17506
allshookupclub,All Shook Up!,3 years ago,533,9700,9031
bruttiandboni,brutti&boni,4 years ago,606,17975,20638
revolutioneryqt,Revolution,7 years ago,14496,0,3690
BalaBalacnr,Bala Boopathy,3 years ago,5,944,45
zutykiradicyna,Bonito Dignon,5 years ago,2535,841,512
LindbladJohan,Johan Lindblad,6 years ago,0,1599,71
Luka33966226,Luka,4 years ago,7,18,1
Elizabeth_Ga_55,Kari Cook,5 years ago,278,1346,938
StickyFingersUK,Sticky Fingers,5 years ago,2088,1182,2382
JuJuKingsRoad,JuJu,9 years ago,5853,16287,18599
ukbumpkeys,UKBumpKeys,7 years ago,53939,9429,28053
sallyredbourn,S-A Goold,7 years ago,96,66,22
manaplessnermic,mana plessner,5 years ago,22,5,17
haworth_greg,greg haworth,6 years ago,1036,145,53
urbsarch,lucas,6 years ago,178,2000,302
crowdsim,Ateen Patel,9 years ago,25,97,32
sstylianidis,Stratos Stylianidis,7 years ago,307,871,355
jbldsf,J Bld,7 years ago,62,38,7
jslevchik,John Levchik,9 years ago,800,247,1
TheFuturePurple,Juswant,8 years ago,1705,11065,10027
segalavyha3,Segala Blackwood,6 years ago,37,194,28
HowardRoarkjr,Howard Roark jr,6 years ago,25,29,3
mwConference,MapWindow Conference,6 years ago,510,906,190
NYCBlueDiscount,NYC Blue Discounts,6 years ago,6814,725,1144
GeneviveLTonti,Genevive Tonti,6 years ago,120,489,134
MAPCITE,MAPCITE,7 years ago,6004,6130,6170
Schoolit,Schoolit,7 years ago,899,2184,1698
EarthSciConf,Earth Science,6 years ago,141,1034,209
GetDailyVoucher,Get Daily Vouchers,6 years ago,5672,626,1487
LaughOutLouDeal,Laugh Out Loud Deals,6 years ago,5339,764,1109
